"订单编号","标题","价格","购买数量","外部系统编号","商品属性","套餐信息","备注","订单状态","商家编码"
"238533228822357912","SIEMENS/西门子 HB133JBS0W 嵌入式烘烤多功能大容量家用电烤箱","5380.00","1","HB133JBS0W","颜色分类：不锈钢色","","","付款以后用户退款成功，交易自动关闭","HB133JBS0W"
"238382606264357912","SIEMENS/西门子 HB133JBS0W 嵌入式烘烤多功能大容量家用电烤箱","5380.00","1","HB133JBS0W","颜色分类：不锈钢色","","","付款以后用户退款成功，交易自动关闭","HB133JBS0W"
"249751008396187633","SIEMENS/西门子 953+23EMP大吸力吸油烟机大尺寸燃气烟灶套餐","6130.00","1","LC43S953TIzzER74F23EMP","颜色分类：黑色;燃料种类：天然气","","","付款以前，卖家或买家主动关闭交易","LC43S953TIzzER74F23EMP"
"232346631991826977","SIEMENS/西门子 SN23E831TI家用全自动洗碗机刷碗机德国原装进口","5390.00","1","SN23E831TI","","","","付款以前，卖家或买家主动关闭交易",""
"238527372882536019","SIEMENS/西门子 SJ636X01JC 家用全自动洗碗机全嵌入式13套 除菌","9990.00","1","SJ636X01JC","","","","付款以后用户退款成功，交易自动关闭",""
"250263235011026959","SIEMENS/西门子 555+550 原装进口 专业蒸箱烤箱/蒸汽炉套餐","15580.00","1","HB24D555WzzHB43GB550W","","","","等待买家付款",""
"238529261428099313","SIEMENS/西门子 HB257GES0W+CP565AGS0W","14390.00","1","HB257GES0WzzCP565AGS0W","","","","等待买家付款",""
"222954221598577231","SIEMENS/西门子 SJ636X01JC 家用全自动洗碗机全嵌入式13套 除菌","9990.00","1","SJ636X01JC","","","","交易成功",""
"232114182672614079","SIEMENS/西门子 SJ636X01JC 家用全自动洗碗机全嵌入式13套 除菌","9990.00","1","SJ636X01JC","","","","",""
"242620512714826556","SIEMENS/西门子 洗碗机专用肖特玻璃门板全嵌半嵌/黑白两色","1030.00","1","SZ06AEUBI/SZ06AXCFI/SZ02AEUFI/SZ06AEUFI/SZ02AXCFI","颜色分类：SZ06AXCFI—SJ636X01JC黑色门板","","","等待买家确认收货，卖家已发货","SZ06AXCFI"
"232361511230380688","SIEMENS/西门子 HB23AB522W嵌入式家用电烤箱内嵌多功能烘焙烤箱","6190.00","1","HB23AB522W","颜色分类：黑色","","","付款以前，卖家或买家主动关闭交易","HB23AB522W"
"232361511230380688","SIEMENS/西门子 BE525LMS0W嵌入式微波炉烧烤烤箱家用内嵌多功能","3990.00","1","BE525LMS0W","颜色分类：不锈钢色","","","付款以前，卖家或买家主动关闭交易","BE525LMS0W"
"244512545044640948","SIEMENS/西门子 45SK95E+77K233 智能联动大吸力自清洁烟灶套装","7080.00","1","LC45SK95EWzzER77K233MP","颜色分类：不锈钢色烟机+黑色灶具;燃料种类：天然气","","","等待买家付款","LC45SK95EWzzER77K233MP"
"249542624358797349","SIEMENS/西门子 SN23E831TI家用全自动洗碗机刷碗机德国原装进口","5390.00","1","SN23E831TI","","","","",""
"244892035660658930","SIEMENS/西门子 CP565AGS0W嵌入式微蒸烤一体 家用多功能烤箱蒸箱","9480.00","1","CP565AGS0W","颜色分类：不锈钢色","","","等待买家付款","CP565AGS0W"
"244379616398658930","SIEMENS/西门子 45SK95E+77K233 智能联动大吸力自清洁烟灶套装","7080.00","1","LC45SK95EWzzER77K233MP","颜色分类：不锈钢色烟机+黑色灶具;燃料种类：天然气","","","等待买家付款","LC45SK95EWzzER77K233MP"
"249846114012217131","SIEMENS/西门子 SJ236I00JC 家用全自动洗碗机除菌13套独立式","6990.00","1","SJ236I00JC","","","","",""
"238975823388238910","SIEMENS/西门子 555+550 原装进口 专业蒸箱烤箱/蒸汽炉套餐","15580.00","1","HB24D555WzzHB43GB550W","","","","等待买家付款",""
"245824514311058865","SIEMENS/西门子 SN23E831TI家用全自动洗碗机刷碗机德国原装进口","5390.00","1","SN23E831TI","","","","交易成功",""
"232068614350814786","SIEMENS/西门子 SJ636X01JC 家用全自动洗碗机全嵌入式13套 除菌","9990.00","1","SJ636X01JC","","","","",""
"238482988703147225","SIEMENS/西门子 SJ636X01JC 家用全自动洗碗机全嵌入式13套 除菌","9990.00","1","SJ636X01JC","","","","",""
"231940197184657978","SIEMENS/西门子 CP565AGS0W嵌入式微蒸烤一体 家用多功能烤箱蒸箱","9480.00","1","CP565AGS0W","颜色分类：不锈钢色","","","等待买家付款","CP565AGS0W"
"249668705808186638","SIEMENS/西门子 SN23E831TI家用全自动洗碗机刷碗机德国原装进口","5390.00","1","SN23E831TI","","","","付款以前，卖家或买家主动关闭交易",""
"229697668216190580","SIEMENS/西门子 SN23E831TI家用全自动洗碗机刷碗机德国原装进口","5390.00","1","SN23E831TI","","","","交易成功",""
"237917069859742905","【11.11】499元抢购价值2090元高档定制独立柜","2090.00","1","COUPON38","","","","付款以前，卖家或买家主动关闭交易",""
"249546336331822036","SIEMENS/西门子 蒸箱烤箱HB675GBW1W+CD634GBW1W高端进口蒸烤套餐","25790.00","1","HB675GBW1WzzCD634GBW1W","","","","付款以前，卖家或买家主动关闭交易",""
"249572928159621441","SIEMENS/西门子 SC74M621TI","8100.00","1","SC74M621TI","","","","",""
"238465004989804502","SIEMENS/西门子 45SK95E+77K233 智能联动大吸力自清洁烟灶套装","7080.00","1","LC45SK95EWzzER77K233MP","颜色分类：不锈钢色烟机+黑色灶具;燃料种类：天然气","","","等待买家付款","LC45SK95EWzzER77K233MP"
"231763044801968984","SIEMENS/西门子 SK215I00AC 家用嵌入式洗碗机免安装智能6套台式","4080.00","1","SK215I00AC","","","","等待买家付款",""
"232013382734085499","SIEMENS/西门子 45SK95E+77K233 智能联动大吸力自清洁烟灶套装","7080.00","1","LC45SK95EWzzER77K233MP","颜色分类：不锈钢色烟机+黑色灶具;燃料种类：天然气","","","等待买家付款","LC45SK95EWzzER77K233MP"
"238467724757414403","SIEMENS/西门子 962+232+636劲风侧吸烟灶洗碗机套餐烟灶洗三件套","12390.00","1","LS67PA962WzzER76F232MPzzSJ636X01JC","颜色分类：三件套;燃料种类：天然气","","","等待买家付款","LS67PA962WzzER76F232MPzzSJ636X01JC"
"238409260877414403","SIEMENS/西门子 CP565AGS0W嵌入式微蒸烤一体 家用多功能烤箱蒸箱","9480.00","1","CP565AGS0W","颜色分类：不锈钢色","","","等待买家付款","CP565AGS0W"
"238648558730388615","SIEMENS/西门子 SC454B00AC 家用嵌入式洗碗机除菌8套嵌入式","6190.00","1","SC454B00AC","","","","等待买家付款",""
"238426733504388615","SIEMENS/西门子 SC454B00AC 家用嵌入式洗碗机除菌8套嵌入式","6190.00","1","SC454B00AC","","","","等待买家付款",""
"238676494420388615","SIEMENS/西门子 SC454B00AC 家用嵌入式洗碗机除菌8套嵌入式","6190.00","1","SC454B00AC","","","","等待买家付款",""
"249746562866723637","SIEMENS/西门子 SC454B00AC 家用嵌入式洗碗机除菌8套嵌入式","6190.00","1","SC454B00AC","","","","等待买家付款",""
"250045411130555744","SIEMENS/西门子 SK215I00AC 家用嵌入式洗碗机免安装智能6套台式","4080.00","1","SK215I00AC","","","","等待买家付款",""
"232216135117827872","SIEMENS/西门子 555+550 原装进口 专业蒸箱烤箱/蒸汽炉套餐","15580.00","1","HB24D555WzzHB43GB550W","","","","等待买家付款",""
"238646254589099313","SIEMENS/西门子 962+232+636劲风侧吸烟灶洗碗机套餐烟灶洗三件套","12390.00","1","LS67PA962WzzER76F232MPzzSJ636X01JC","颜色分类：三件套;燃料种类：天然气","","","等待买家付款","LS67PA962WzzER76F232MPzzSJ636X01JC"
"246245218525920396","SIEMENS/西门子 SJ236I00JC 家用全自动洗碗机除菌13套独立式","6990.00","1","SJ236I00JC","","","","付款以前，卖家或买家主动关闭交易",""
"238858767484469916","SIEMENS/西门子CP565AGS0W","9480.00","1","CP565AGS0W","颜色分类：不锈钢色","","","等待买家付款","CP565AGS0W"
"238855279874547807","SIEMENS/西门子 SC454B00AC 家用嵌入式洗碗机除菌8套嵌入式","6190.00","1","SC454B00AC","","","","等待买家付款",""
"238644814339547807","SIEMENS/西门子 SC454B00AC 家用嵌入式洗碗机除菌8套嵌入式","6190.00","1","SC454B00AC","","","","付款以前，卖家或买家主动关闭交易",""
"238382924251096301","SIEMENS/西门子 962+232+636劲风侧吸烟灶洗碗机套餐烟灶洗三件套","12390.00","1","LS67PA962WzzER76F232MPzzSJ636X01JC","颜色分类：三件套;燃料种类：天然气","","","等待买家付款","LS67PA962WzzER76F232MPzzSJ636X01JC"
"249686050605683726","SIEMENS/西门子 45SK95E+77K233 智能联动大吸力自清洁烟灶套装","7080.00","1","LC45SK95EWzzER77K233MP","颜色分类：不锈钢色烟机+黑色灶具;燃料种类：天然气","","","等待买家付款","LC45SK95EWzzER77K233MP"
"238380397641148823","SIEMENS/西门子 SC454B00AC 家用嵌入式洗碗机除菌8套嵌入式","6190.00","1","SC454B00AC","","","","等待买家付款",""
"238368781895096301","SIEMENS/西门子 565+636 微蒸烤一体机/全嵌式13套洗碗机烤箱套餐","14380.00","1","CP565AGS0WzzSJ636X01JC","","","","等待买家付款",""
"238623342950096301","SIEMENS/西门子 555+550 原装进口 专业蒸箱烤箱/蒸汽炉套餐","15580.00","1","HB24D555WzzHB43GB550W","","","","等待买家付款",""
"232186791514991891","SIEMENS/西门子 SC454B00AC 家用嵌入式洗碗机除菌8套嵌入式","6190.00","1","SC454B00AC","","","","等待买家付款",""
"231793349852959481","SIEMENS/西门子 555+550 原装进口 专业蒸箱烤箱/蒸汽炉套餐","15580.00","1","HB24D555WzzHB43GB550W","","","","等待买家付款",""
"231682660192028695","SIEMENS/西门子 565+636 微蒸烤一体机/全嵌式13套洗碗机烤箱套餐","14380.00","1","CP565AGS0WzzSJ636X01JC","","","","等待买家付款",""
"231801733226454287","SIEMENS/西门子 SC454B00AC 家用嵌入式洗碗机除菌8套嵌入式","6190.00","1","SC454B00AC","","","","等待买家付款",""
"229505542677966095","SIEMENS/西门子 565+621 微蒸烤一体机/嵌入式8套洗碗机套餐","14390.00","1","CP565AGS0WzzSC74M621TI","","","","付款以前，卖家或买家主动关闭交易",""
"231792709785454287","SIEMENS/西门子46AA951+23SMP大吸力吸油烟机大尺寸燃气烟灶套餐","4080.00","1","LC46AA951WzzER7EA23SMP","颜色分类：不锈钢+黑色;燃料种类：天然气","","","等待买家付款","LC46AA951WzzER7EA23SMP"
"231792133889690270","SIEMENS/西门子 SC454B00AC 家用嵌入式洗碗机除菌8套嵌入式","6190.00","1","SC454B00AC","","","","等待买家付款",""
"231930982857030494","SIEMENS/西门子 SC454B00AC 家用嵌入式洗碗机除菌8套嵌入式","6190.00","1","SC454B00AC","","","","等待买家付款",""
"231797221152454287","SIEMENS/西门子 555+550 原装进口 专业蒸箱烤箱/蒸汽炉套餐","15580.00","1","HB24D555WzzHB43GB550W","","","","等待买家付款",""
"234929103839489301","SIEMENS/西门子 HS363600W消毒柜嵌入式家用紫外线消毒碗柜镶嵌式","4990.00","1","HS363600W","颜色分类：黑色","","","交易成功","HS363600W"
"249626178732256426","SIEMENS/西门子 CP565AGS0W嵌入式微蒸烤一体 家用多功能烤箱蒸箱","9480.00","1","CP565AGS0W","颜色分类：不锈钢色","","","付款以前，卖家或买家主动关闭交易","CP565AGS0W"
"249544065361256426","SIEMENS/西门子 CP565AGS0W嵌入式微蒸烤一体 家用多功能烤箱蒸箱","9480.00","1","CP565AGS0W","颜色分类：不锈钢色","","","等待买家付款","CP565AGS0W"
"231425797511826695","SIEMENS/西门子 HB655GBS1W+CD634GBS3W蒸箱烤箱组合套装","20990.00","1","HB655GBS1WzzCD634GBS3W","","","","等待买家付款",""
"234514925716622309","SIEMENS/西门子 HS363600W消毒柜嵌入式家用紫外线消毒碗柜镶嵌式","4990.00","1","HS363600W","颜色分类：黑色","","","交易成功","HS363600W"
"237561612593018616","SIEMENS/西门子 45SK95E+77K233 智能联动大吸力自清洁烟灶套装","7080.00","1","LC45SK95EWzzER77K233MP","颜色分类：不锈钢色烟机+黑色灶具;燃料种类：天然气","","","等待买家付款","LC45SK95EWzzER77K233MP"
"244933248029184640","SIEMENS/西门子 555+550 原装进口 专业蒸箱烤箱/蒸汽炉套餐","15580.00","1","HB24D555WzzHB43GB550W","","","","等待买家付款",""
"227596390186788180","SIEMENS/西门子 SJ236I00JC 家用全自动洗碗机除菌13套独立式","6990.00","1","SJ236I00JC","","","","交易成功",""
"249456609119419207","SIEMENS/西门子 ER74F23EMP大尺寸嵌入式双灶天然气灶具节能灶炉","2550.00","1","ER74F23EMP","颜色分类：黑色;适用气源：天然气","","","等待买家确认收货，卖家已发货","ER74F23EMP"
"249513921953015539","SIEMENS/西门子68FK961W+77K233抽油烟机燃气灶套餐烟机灶具套装","10090.00","1","LS68FK961WzzER77K233MP","颜色分类：黑色;燃料种类：天然气","","","等待买家付款","LS68FK961WzzER77K233MP"
"245451041852005035","SIEMENS/西门子68FK961W+77K233抽油烟机燃气灶套餐烟机灶具套装","10090.00","1","LS68FK961WzzER77K233MP","颜色分类：黑色;燃料种类：天然气","","","等待买家付款","LS68FK961WzzER77K233MP"
"249477025745387804","SIEMENS/西门子 SC454B00AC 家用嵌入式洗碗机除菌8套嵌入式","6190.00","1","SC454B00AC","","","","等待买家付款",""
"244364256064049539","SIEMENS/西门子 555+550 原装进口 专业蒸箱烤箱/蒸汽炉套餐","15580.00","1","HB24D555WzzHB43GB550W","","","","等待买家付款",""
"238262764441115605","SIEMENS/西门子 BE525LMS0W嵌入式微波炉烧烤烤箱家用内嵌多功能","3990.00","1","BE525LMS0W","颜色分类：不锈钢色","","","付款以后用户退款成功，交易自动关闭","BE525LMS0W"
"231600676764437572","SIEMENS/西门子 45SK95E+77K233 智能联动大吸力自清洁烟灶套装","7080.00","1","LC45SK95EWzzER77K233MP","颜色分类：不锈钢色烟机+黑色灶具;燃料种类：天然气","","","等待买家付款","LC45SK95EWzzER77K233MP"
"238078382037016712","SIEMENS/西门子 962+232+636劲风侧吸烟灶洗碗机套餐烟灶洗三件套","12390.00","1","LS67PA962WzzER76F232MPzzSJ636X01JC","颜色分类：三件套;燃料种类：天然气","","","付款以前，卖家或买家主动关闭交易","LS67PA962WzzER76F232MPzzSJ636X01JC"
"231851846533826695","SIEMENS/西门子 HB655GBS1W+CD634GBS3W蒸箱烤箱组合套装","20990.00","1","HB655GBS1WzzCD634GBS3W","","","","等待买家付款",""
"232101575375012271","SIEMENS/西门子 565+636 微蒸烤一体机/全嵌式13套洗碗机烤箱套餐","14380.00","1","CP565AGS0WzzSJ636X01JC","","","","等待买家付款",""
"231371175204286883","SIEMENS/西门子46AA951+23SMP大吸力吸油烟机大尺寸燃气烟灶套餐","4080.00","1","LC46AA951WzzER7EA23SMP","颜色分类：不锈钢+黑色;燃料种类：天然气","","","付款以前，卖家或买家主动关闭交易","LC46AA951WzzER7EA23SMP"
"249085088589112461","SIEMENS/西门子 565+636 微蒸烤一体机/全嵌式13套洗碗机烤箱套餐","14380.00","1","CP565AGS0WzzSJ636X01JC","","","","付款以前，卖家或买家主动关闭交易",""
"245617506695423154","SIEMENS/西门子 66AA950+71F233侧吸大吸力中式烟灶套装餐","6150.00","1","LS66AA950WzzER71F233MP","颜色分类：黑色;燃料种类：天然气","","","等待买家确认收货，卖家已发货","LS66AA950WzzER71F233MP"
"231712677095762586","SIEMENS/西门子 SC454B00AC 家用嵌入式洗碗机除菌8套嵌入式","6190.00","1","SC454B00AC","","","","等待买家付款",""
"249108514634600408","SIEMENS/西门子 SC454B00AC 家用嵌入式洗碗机除菌8套嵌入式","6190.00","1","SC454B00AC","","","","等待买家付款",""
"237393679122600408","SIEMENS/西门子 962+232+636劲风侧吸烟灶洗碗机套餐烟灶洗三件套","12390.00","1","LS67PA962WzzER76F232MPzzSJ636X01JC","颜色分类：三件套;燃料种类：天然气","","","等待买家付款","LS67PA962WzzER76F232MPzzSJ636X01JC"
"235861548630820026","SIEMENS/西门子 555+550 原装进口 专业蒸箱烤箱/蒸汽炉套餐","15580.00","1","HB24D555WzzHB43GB550W","","","","等待买家付款",""
"229350469099473891","SIEMENS/西门子CP565AGS0W","9480.00","1","CP565AGS0W","颜色分类：不锈钢色","","","等待买家付款","CP565AGS0W"
"249809635974704402","SIEMENS/西门子 45SK95E+77K233 智能联动大吸力自清洁烟灶套装","7080.00","1","LC45SK95EWzzER77K233MP","颜色分类：不锈钢色烟机+黑色灶具;燃料种类：天然气","","","等待买家付款","LC45SK95EWzzER77K233MP"
"234374957845907306","SIEMENS/西门子 洗碗机专用肖特玻璃门板全嵌半嵌/黑白两色","1030.00","1","SZ06AEUBI/SZ06AXCFI/SZ02AEUFI/SZ06AEUFI/SZ02AXCFI","颜色分类：SZ02AXCFI-SJ636X01JC白色门板","","","交易成功","SZ02AXCFI"
"234397005974336802","SIEMENS/西门子 洗碗机专用肖特玻璃门板全嵌半嵌/黑白两色","1030.00","1","SZ06AEUBI/SZ06AXCFI/SZ02AEUFI/SZ06AEUFI/SZ02AXCFI","颜色分类：SZ06AXCFI—SJ636X01JC黑色门板","","","交易成功","SZ06AXCFI"
"229705574632527196","SIEMENS/西门子 555+550 原装进口 专业蒸箱烤箱/蒸汽炉套餐","15580.00","1","HB24D555WzzHB43GB550W","","","","等待买家付款",""
"228271823018315054","SIEMENS/西门子 洗碗机专用肖特玻璃门板全嵌半嵌/黑白两色","1030.00","1","SZ06AEUBI/SZ06AXCFI/SZ02AEUFI/SZ06AEUFI/SZ02AXCFI","颜色分类：SZ06AXCFI—SJ636X01JC黑色门板","","","等待买家确认收货，卖家已发货","SZ06AXCFI"
"229351237145963494","SIEMENS/西门子 565+636 微蒸烤一体机/全嵌式13套洗碗机烤箱套餐","14380.00","1","CP565AGS0WzzSJ636X01JC","","","","等待买家付款",""
"244893603255000329","SIEMENS/西门子 CP565AGS0W嵌入式微蒸烤一体 家用多功能烤箱蒸箱","9480.00","1","CP565AGS0W","颜色分类：不锈钢色","","","等待买家付款","CP565AGS0W"
"249441314804786120","SIEMENS/西门子 CP565AGS0W嵌入式微蒸烤一体 家用多功能烤箱蒸箱","9480.00","1","CP565AGS0W","颜色分类：不锈钢色","","","等待买家付款","CP565AGS0W"
"236497614006209114","SIEMENS/西门子 555+550 原装进口 专业蒸箱烤箱/蒸汽炉套餐","15580.00","1","HB24D555WzzHB43GB550W","","","","等待买家付款",""
"249686019297684959","SIEMENS/西门子 555+550 原装进口 专业蒸箱烤箱/蒸汽炉套餐","15580.00","1","HB24D555WzzHB43GB550W","","","","等待买家付款",""
"249685987245098344","SIEMENS/西门子 555+550 原装进口 专业蒸箱烤箱/蒸汽炉套餐","15580.00","1","HB24D555WzzHB43GB550W","","","","等待买家付款",""
"230206917397840594","SIEMENS/西门子 555+550 原装进口 专业蒸箱烤箱/蒸汽炉套餐","15580.00","1","HB24D555WzzHB43GB550W","","","","等待买家付款",""
"231776966433661696","SIEMENS/西门子 SC454B00AC 家用嵌入式洗碗机除菌8套嵌入式","6190.00","1","SC454B00AC","","","","等待买家付款",""
"249294913864017733","SIEMENS/西门子 962+232+636劲风侧吸烟灶洗碗机套餐烟灶洗三件套","12390.00","1","LS67PA962WzzER76F232MPzzSJ636X01JC","颜色分类：三件套;燃料种类：天然气","","","等待买家付款","LS67PA962WzzER76F232MPzzSJ636X01JC"
"231765222747910874","SIEMENS/西门子 CP565AGS0W嵌入式微蒸烤一体 家用多功能烤箱蒸箱","9480.00","1","CP565AGS0W","颜色分类：不锈钢色","","","等待买家付款","CP565AGS0W"
"221200454822605096","SIEMENS/西门子 洗碗机专用肖特玻璃门板全嵌半嵌/黑白两色","1299.00","1","SZ06AEUBI/SZ06AXCFI/SZ02AEUFI/SZ06AEUFI/SZ02AXCFI","颜色分类：SZ06AEUFI—SN656X16IC黑色门板","","","等待买家确认收货，卖家已发货","SZ06AEUFI"
"234038990923475404","【会员专享】厨房四件套（限会员积分兑换，单拍无效）","599.00","1","COUPON34","","","","交易成功",""
"233791340689475404","【会员专享】钢化玻璃碗—限会员积分兑换，单拍无效","99.00","1","COUPON37","","","","交易成功",""
"227419591376289194","【会员专享】钢化玻璃碗—限会员积分兑换，单拍无效","99.00","1","COUPON37","","","","交易成功",""
"233963052916660620","【会员专享】WMF PLUS单柄煎锅（限会员积分兑换，单拍无效）","580.00","1","COUPON22","","","","交易成功",""
"234196077282947825","【会员专享】钢化玻璃碗—限会员积分兑换，单拍无效","99.00","1","COUPON37","","","","交易成功",""
"242261379932434241","【会员专享】勃兰匠记小工具盒3件套（限会员积分兑换单拍无效）","280.00","1","COUPON24","","","","交易成功",""
"236243649324460433","【狂欢价】SIEMENS/西门子 SK215I00AC 家用嵌入式洗碗机免安装智能6套台式","5290.00","1","SK215I00AC","","","","交易成功",""
"229314181560944386","SIEMENS/西门子 SJ636X01JC 家用全自动洗碗机全嵌入式13套 除菌","9990.00","1","SJ636X01JC","","","","等待买家确认收货，卖家已发货",""
"229314181560944386","SIEMENS/西门子 HB531E1W 嵌入式家用电烤箱内嵌式多功能烘焙烤箱","7500.00","1","HB531E1W","颜色分类：不锈钢色","","","等待买家确认收货，卖家已发货","HB531E1W"
"247993443237751647","SIEMENS/西门子 SJ636X01JC 家用全自动洗碗机全嵌入式13套 除菌","9990.00","1","SJ636X01JC","","","","交易成功",""
"225866214104732272","SIEMENS/西门子 953+23EMP大吸力吸油烟机大尺寸燃气烟灶套餐","6130.00","1","LC43S953TIzzER74F23EMP","颜色分类：黑色;燃料种类：天然气","","","交易成功","LC43S953TIzzER74F23EMP"
"231087111254590083","SIEMENS/西门子 45SK95E+77K233 智能联动大吸力自清洁烟灶套装","7080.00","1","LC45SK95EWzzER77K233MP","颜色分类：不锈钢色烟机+黑色灶具;燃料种类：天然气","","","付款以前，卖家或买家主动关闭交易","LC45SK95EWzzER77K233MP"
"231166535767590083","SIEMENS/西门子 45SK95E+77K233 智能联动大吸力自清洁烟灶套装","7080.00","1","LC45SK95EWzzER77K233MP","颜色分类：不锈钢色烟机+黑色灶具;燃料种类：天然气","","","付款以前，卖家或买家主动关闭交易","LC45SK95EWzzER77K233MP"
"227348871380473891","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","付款以后用户退款成功，交易自动关闭",""
"249288034789117915","SIEMENS/西门子 565+636 微蒸烤一体机/全嵌式13套洗碗机烤箱套餐","14380.00","1","CP565AGS0WzzSJ636X01JC","","","","等待买家付款",""
"244606754880129232","SIEMENS/西门子 565+636 微蒸烤一体机/全嵌式13套洗碗机烤箱套餐","14380.00","1","CP565AGS0WzzSJ636X01JC","","","","等待买家付款",""
"244731840174129232","SIEMENS/西门子 565+636 微蒸烤一体机/全嵌式13套洗碗机烤箱套餐","14380.00","1","CP565AGS0WzzSJ636X01JC","","","","等待买家付款",""
"249568963077410248","SIEMENS/西门子 565+636 微蒸烤一体机/全嵌式13套洗碗机烤箱套餐","14380.00","1","CP565AGS0WzzSJ636X01JC","","","","等待买家付款",""
"234343437121604608","SIEMENS/西门子 SJ236I00JC 家用全自动洗碗机除菌13套独立式","6990.00","1","SJ236I00JC","","","","交易成功",""
"249142561434005128","SIEMENS/西门子 SC454B00AC 家用嵌入式洗碗机除菌8套嵌入式","6190.00","1","SC454B00AC","","","","等待买家付款",""
"231701062492464994","SIEMENS/西门子 565+636 微蒸烤一体机/全嵌式13套洗碗机烤箱套餐","14380.00","1","CP565AGS0WzzSJ636X01JC","","","","等待买家付款",""
"235579119067458218","SIEMENS/西门子 SN23E831TI家用全自动洗碗机刷碗机德国原装进口","5390.00","1","SN23E831TI","","","","",""
"248971488719999538","SIEMENS/西门子 SC454B00AC 家用嵌入式洗碗机除菌8套嵌入式","6190.00","1","SC454B00AC","","","","等待买家付款",""
"249183810498005128","SIEMENS/西门子 SC454B00AC 家用嵌入式洗碗机除菌8套嵌入式","6190.00","1","SC454B00AC","","","","等待买家付款",""
"247617953922751647","SIEMENS/西门子 洗碗机专用肖特玻璃门板全嵌半嵌/黑白两色","1030.00","1","SZ06AEUBI/SZ06AXCFI/SZ02AEUFI/SZ06AEUFI/SZ02AXCFI","颜色分类：SZ06AXCFI—SJ636X01JC黑色门板","","","交易成功","SZ06AXCFI"
"231662822996094486","SIEMENS/西门子 555+550 原装进口 专业蒸箱烤箱/蒸汽炉套餐","15580.00","1","HB24D555WzzHB43GB550W","","","","等待买家付款",""
"249024289074016712","SIEMENS/西门子 962+232+636劲风侧吸烟灶洗碗机套餐烟灶洗三件套","12390.00","1","LS67PA962WzzER76F232MPzzSJ636X01JC","颜色分类：三件套;燃料种类：天然气","","","等待买家付款","LS67PA962WzzER76F232MPzzSJ636X01JC"
"249405155478767114","SIEMENS/西门子 SC454B00AC 家用嵌入式洗碗机除菌8套嵌入式","6190.00","1","SC454B00AC","","","","等待买家付款",""
"248096001447214764","SIEMENS/西门子 CP565AGS0W嵌入式微蒸烤一体 家用多功能烤箱蒸箱","9480.00","1","CP565AGS0W","颜色分类：不锈钢色","","","等待买家付款","CP565AGS0W"
"249024961447285255","SIEMENS/西门子 45SK95E+77K233 智能联动大吸力自清洁烟灶套装","7080.00","1","LC45SK95EWzzER77K233MP","颜色分类：不锈钢色烟机+黑色灶具;燃料种类：天然气","","","等待买家付款","LC45SK95EWzzER77K233MP"
"236094510512896116","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","1","COUPON28","","","","",""
"236335503444896116","SIEMENS/西门子 45SK95E+77K233 智能联动大吸力自清洁烟灶套装","7080.00","1","LC45SK95EWzzER77K233MP","颜色分类：不锈钢色烟机+黑色灶具;燃料种类：天然气","","","等待买家付款","LC45SK95EWzzER77K233MP"
"249088482006789165","SIEMENS/西门子 SK215I00AC 家用嵌入式洗碗机免安装智能6套台式","4080.00","1","SK215I00AC","","","","等待买家付款",""
"249086562086415746","SIEMENS/西门子 565+636 微蒸烤一体机/全嵌式13套洗碗机烤箱套餐","14380.00","1","CP565AGS0WzzSJ636X01JC","","","","等待买家付款",""
"243483425172099329","SIEMENS/西门子 SJ236I00JC 家用全自动洗碗机除菌13套独立式","6990.00","1","SJ236I00JC","","","","付款以前，卖家或买家主动关闭交易",""
"247065250567214061","SIEMENS/西门子 SJ236I00JC 家用全自动洗碗机除菌13套独立式","6990.00","1","SJ236I00JC","","","","等待买家确认收货，卖家已发货",""
"231256964669557396","SIEMENS/西门子 555+550 原装进口 专业蒸箱烤箱/蒸汽炉套餐","15580.00","1","HB24D555WzzHB43GB550W","","","","等待买家付款",""
"236330639884726203","SIEMENS/西门子 555+550 原装进口 专业蒸箱烤箱/蒸汽炉套餐","15580.00","1","HB24D555WzzHB43GB550W","","","","等待买家付款",""
"249062114246464845","SIEMENS/西门子 CP565AGS0W嵌入式微蒸烤一体 家用多功能烤箱蒸箱","9480.00","1","CP565AGS0W","颜色分类：不锈钢色","","","等待买家付款","CP565AGS0W"
"238318797594676503","SIEMENS/西门子 565+621 微蒸烤一体机/嵌入式8套洗碗机套餐","14390.00","1","CP565AGS0WzzSC74M621TI","","","","等待买家付款",""
"205980765136295702","SIEMENS/西门子 SJ236I00JC 家用全自动洗碗机除菌13套独立式","6990.00","1","SJ236I00JC","","","","付款以前，卖家或买家主动关闭交易",""
"230984261782286883","SIEMENS/西门子46AA951+23SMP大吸力吸油烟机大尺寸燃气烟灶套餐","4080.00","1","LC46AA951WzzER7EA23SMP","颜色分类：不锈钢+黑色;燃料种类：天然气","","","付款以前，卖家或买家主动关闭交易","LC46AA951WzzER7EA23SMP"
"230964389673286883","SIEMENS/西门子46AA951+23SMP大吸力吸油烟机大尺寸燃气烟灶套餐","4080.00","1","LC46AA951WzzER7EA23SMP","颜色分类：不锈钢+黑色;燃料种类：天然气","","","等待买家付款","LC46AA951WzzER7EA23SMP"
